title#,word,tag
25,Altitude,O
26,Superdry,B-ORG
26,Aurinkolasit,I-ORG
26,SDS,I-ORG
26,YATOMI,O
26,006,O
27,Burberry,B-PERSON
27,Aurinkolasit,I-PERSON
27,BE4181,O
27,300187,O
28,Ray,B-PERSON
28,Kattovalaisin,I-PERSON
28,",",O
28,Large,O
28,",",O
28,Valkoinen,O
29,Paradigm,B-PERSON
29,Aurinkolasit,I-PERSON
29,19,B-CARDINAL
29,-,O
29,30,O
29,Rose,O
29,Gold,O
30,General,O
30,Tractor,O
30,V.Ply,B-PERSON
30,(,O
30,20.8,B-CARDINAL
30,-38,O
30,151A6,O
30,10PR,B-CARDINAL
30,TT,B-ORG
30,),O
31,Sola,O
31,Dress,O
31,Polvipituinen,O
31,Mekko,O
31,Kermanvärinen,O
31,Résumé,O
32,Helix,O
32,teekannu,O
32,ruostumaton,O
32,teräs,O
32,1,B-CARDINAL
32,l,O
33,False,O
33,Lash,O
33,Effect,O
33,Velvet,O
33,Volume,O
33,Mascara,O
33,",",O
33,Black,O
34,False,O
34,Lash,O
34,Effect,O
34,Velvet,O
34,Volume,O
34,Mascara,O
34,",",O
34,Black,O
34,/,O
34,Br,O
35,ROK,B-PERSON
35,Merino,I-PERSON
35,Gloves,O
35,Musta,O
35,L,O
35,/,O
35,XL,O
36,Diesel,B-PERSON
36,Silmälasit,I-PERSON
36,DL5067,O
36,001,B-CARDINAL
37,Small,O
37,Eye,O
37,Shadow,O
37,Beauty,O
37,WOMEN,O
37,Makeup,O
37,Eyes,O
37,Eyeshadow,O
37,-,O
37,Not,O
37,Palettes,O
37,Ruskea,O
37,M.A.C.,O
38,Kengät,B-PERSON
38,Victoria,I-PERSON
38, ,O
38,BERLIN,O
38,PIEL,O
39,Capsule,O
39,Wool,O
39,Tights,O
39,Sukkahousut,O
39,Valkoinen,O
39,Mp,O
39,Denmark,O
40,Norden,O
40,2,B-CARDINAL
40,osainen,O
40,veitsisetti,O
41,Marshmallow,B-ORG
41,Hearts,I-ORG
41,Bath,I-ORG
41,&,I-ORG
41,Shower,O
41,Gel,O
41,500,B-CARDINAL
41,ml,O
42,Rodebjer,B-ORG
42,Nevaeh,O
42,Leveälahkeiset,O
42,Housut,O
42,Ruskea,O
42,RODEBJER,O
43,Wet,O
43,n,O
43,Wild,O
43,Angled,O
43,Liner,O
43,Brush,B-PERSON
44,Stella,O
44,",",O
44,Shw,B-ORG
44,",",O
44,Brief,O
44,Bikinialaosa,B-PERSON
44,Sininen,I-PERSON
44,Zizzi,O
45,Mom,O
45,Jean,O
45,Jeans,O
45,Mom,O
45,Jeans,O
45,Sininen,O
45,Calvin,O
45,Klein,O
45,Jeans,O
46,G15,B-PERSON
46,Black,I-PERSON
46,Mat,I-PERSON
47,Colby,B-PERSON
47,Sneaker,I-PERSON
47,Matalavartiset,I-PERSON
47,Sneakerit,O
47,Tennarit,O
47,Musta,O
47,Michael,B-PERSON
47,Kors,I-PERSON
47,Shoes,O
48,D,O
48,-,O
48,Bazer,O
48,Farkut,O
48,Sininen,O
48,Diesel,O
48,Men,O
49,Lecco,O
49,80,B-CARDINAL
49,T,O
49,-,O
49,shirts,O
49,Short,O
49,-,O
49,sleeved,O
49,Valkoinen,O
49,BOSS,O
50,SENOA,B-ORG
50,Style,O
50,Sähkögrilli,O
50,jalustalla,O
51,G12,O
51,Black,O
51,Shiny,O
51,Polarized,O
52,Suoja,B-PERSON
52,Box,I-PERSON
52,Kaasugrilliin,I-PERSON
53,Verpan,O
53,-,O
53,Fun,O
53,1DM,O
53,Riippuvalaisin,O
54,Lyhyt,B-ORG
54,mekko,O
54,Betty,B-PERSON
54,London,I-PERSON
54, ,O
54,LADY,O
55,Coat,B-PERSON
55,Rack,I-PERSON
55,Naulakko,I-PERSON
55,",",O
55,Musta,O
55,/,O
55,Rauta,O
56,Chelsea,B-PERSON
56,Pöytävalaisin,I-PERSON
56,31x48,B-QUANTITY
56,cm,I-QUANTITY
56,",",O
56,Musta,O
57,Reppu,B-PERSON
57,Vans,I-PERSON
57, ,O
57,WM,O
57,REALM,O
57,PLUS,O
57,BACKPA,O
58,Lash,O
58,Sensational,O
58,Waterproof,O
58,Mascara,O
58,",",O
58,Black,O
59,Tilda,B-PERSON
59,Dress,O
59,Polvipituinen,O
59,Mekko,O
59,Sininen,O
59,Boob,O
60,Origami,O
60,Pöytävalaisin,B-NORP
60,",",O
60,Valkoinen,O
61,Absolute,B-PERSON
61,Woman,I-PERSON
61,",",O
61,EdT,O
61,40ml,O
62,Moss,B-PERSON
62,Kynttilänjalka,I-PERSON
62,8.5,O
62,cm,O
62,Blue,O
62,Mirage,O
63,Le,B-ORG
63,Parfum,I-ORG
63,",",O
63,Deospray,B-PERSON
63,100ml,I-PERSON
64,Vredestein,B-ORG
64,Flotation,I-ORG
64,+,O
64,(,O
64,400/70,B-DATE
64,-20,I-DATE
64,150A8,I-DATE
64,TL,O
64,),O
65,VG10,B-PERSON
65,Leipäveitsi,I-PERSON
65,20,B-QUANTITY
65,cm,I-QUANTITY
66,Mitas,O
66,TD-19,O
66,(,O
66,12.4,B-CARDINAL
66,-24,O
66,120A6,O
66,8PR,O
66,TT,O
66,kaksoistunnus,O
66, ,O
66,112A8,O
66,),O
67,Gap,B-ORG
67,Logo,I-ORG
67,Joggers,I-ORG
67,Collegehousut,I-ORG
67,Olohousut,O
67,Harmaa,B-GPE
67,GAP,O
68,Diesel,B-PERSON
68,Silmälasit,I-PERSON
68,DL5050,O
68,050,O
69,Kate,B-PERSON
69,Spade,O
69,Aurinkolasit,O
69,Avaline2,O
69,/,O
69,S,O
69,HT8/0J,O
70,Ozka,B-ORG
70,Agro,I-ORG
70,10,I-ORG
70,Traction,O
70,(,O
70,280/85,B-ORG
70,R24,I-ORG
70,115A8,O
70,TL,O
70,kaksoistunnus,O
70, ,O
70,112B,O
70,),O
71,Gloryfy,O
71,Gi15,O
71,St,B-LOC
71,Pauli,I-LOC
71,Havanna,I-LOC
71,Shiny,I-LOC
72,Select,O
72,Warm,O
72,Shortsit,O
72,w,O
72,/,O
72,Lycra,O
72,Musta,O
73,Retrosuperfuture,O
73,Aurinkolasit,O
73,DREW,O
73,MAMA,O
73,PANNA,O
73,IAXN,O
73,SVX,O
74,Umbra,O
74,Dress,O
74,Maksimekko,O
74,Juhlamekko,O
74,Vaaleanpunainen,O
74,Résumé,O
75,Harvey,O
75,Jacket,O
75,Outerwear,O
75,Jackets,O
75,Anoraks,O
75,Sininen,O
75,Lexington,O
75,Clothing,O
76,Superdry,B-ORG
76,Silmälasit,I-ORG
76,SDO,O
76,YUMI,O
76,104,B-CARDINAL
77,Sophie,B-PERSON
77,Aurora,I-PERSON
77,Dress,I-PERSON
77,Maksimekko,I-PERSON
77,Juhlamekko,I-PERSON
77,Sininen,I-PERSON
77,Bruuns,I-PERSON
77,Bazaar,I-PERSON
78,Norr,B-PERSON
78,Leipäveitsi,I-PERSON
78,21,B-QUANTITY
78,cm,I-QUANTITY
79,Essential,O
79,for,O
79,Her,O
79,",",O
79,EdT,O
79,20ml,O
80,Essential,O
80,for,O
80,Her,O
80,",",O
80,EdT,O
80,40ml,O
81,FF,O
81,Veitsitukki,O
81,5,B-CARDINAL
81,veistä,O
81,valkoinen,O
82,GI21,O
82,Dante,O
82,Red,O
83,Lyhythihainen,O
83,t,O
83,-,O
83,paita,O
83,BOTD,O
83, ,O
83,ESTOILA,O
84,Kengät,B-ORG
84,Big,I-ORG
84,Star,I-ORG
84, ,O
84,Shoes,O
84,Big,O
84,Top,O
84,FF274343,O
85,Starmaxx,O
85,TR-110,O
85,(,O
85,340/85,B-CARDINAL
85,R38,B-LOC
85,133A8,I-LOC
85,TL,O
85,kaksoistunnus,O
85, ,O
85,130B,O
85,),O
86,Dana,B-PERSON
86,Buchman,I-PERSON
86,Silmälasit,O
86,Poppi,B-PERSON
86,BLACK,I-PERSON
87,Roberto,B-PERSON
87,Cavalli,I-PERSON
87,Silmälasit,I-PERSON
87,RC,O
87,5052,B-DATE
87,FOIANO,O
87,016,O
88,Roberto,B-PERSON
88,Cavalli,I-PERSON
88,Silmälasit,I-PERSON
88,RC,O
88,5053,B-DATE
88,FOLLONICA,O
88,A56,O
89,Femme,O
89,",",O
89,EdP,O
89,100ml,O
90,Paradise,B-PERSON
90,Bay,I-PERSON
90,",",O
90,EdP,O
90,85ml,O
91,Rannekoru,O
91,A1859,O
91,Leather,O
91,Bracelet,O
91,Black,O
92,Striped,B-PERSON
92,Flower,I-PERSON
92,Pussilakana,I-PERSON
92,220x220,O
92,cm,O
92,",",O
92,Lt,O
92,Aqua,O
93,Funktion,O
93,4,B-CARDINAL
93,Matala,B-PERSON
93,Kattila,I-PERSON
93,ja,O
93,kansi,O
93,140,B-CARDINAL
93,cl,O
94,Mosakb,B-PERSON
94,Tie,I-PERSON
94,Dress,O
94,Polvipituinen,O
94,Mekko,O
94,Monivärinen,O
94,/,O
94,Kuvioitu,O
94,Karen,B-PERSON
94,By,O
94,Simonsen,O
95,Bitz,B-PERSON
95,kulho,I-PERSON
95,Ø,I-PERSON
95,14,B-QUANTITY
95,cm,I-QUANTITY
95,musta,O
95,Musta,B-PERSON
95,-,I-PERSON
95,meripihka,I-PERSON
96,Cultor,O
96,RD-01,B-PERSON
96,(,O
96,320/85,O
96,R32,O
96,142A8,O
96,TL,O
96,kaksoistunnus,O
96, ,O
96,142B,O
96,),O
97,DBKD,O
97,-,O
97,Oblong,O
97,Ruukku,O
97,/,O
97,Maljakko,O
97,Small,O
97,",",O
97,Mole,O
98,Poikien,B-ORG
98,sandaalit,O
98,Geox,B-PERSON
98, ,I-PERSON
98,JR,I-PERSON
98,SANDAL,I-PERSON
98,STRADA,O
99,Moncler,B-ORG
99,Aurinkolasit,I-ORG
99,ML0073,I-ORG
99,01A,O
100,Police,B-ORG
100,Aurinkolasit,I-ORG
100,SPL997,I-ORG
100,ORIGINS,I-ORG
100,LITE,I-ORG
100,3,B-DATE
100,0722,I-DATE
